,grantee_num,States,cofips_g,city,grantee_name,address,city_name,grantee_name65
901,50763,MN,143,7680,"MR&S COMMUNITY ACTION COUNCIL, INC.",PO BOX 493,WINTHROP,"MR&S COMMUNITY ACTION COUNCIL, INC."
902,50765,MN,161,7370,DODGE-STEELE-WASELA CITIZENS ACTION COUN,PO BOX 584,OWATONNA,DODGE-STEELE-WASELA CITIZENS ACTION COUN
903,50768,MN,171,7430,"MEEKER-WRIGHT COMMUNITY ACTION, INC.",BOX 39,WAVERLY,"MEEKER-WRIGHT COMMUNITY ACTION, INC."
597,40393,MS,151,990,DELTA FOUNDATION INC,819 MAIN STREET,GREENVILLE,DELTA FOUNDATION INC
598,40396,MS,63,1220,CENTRAL MISS CIVIC IMPROVEMENT CORP,840 N FARISH STREET,JACKSON,CENTRAL MISS CIVIC IMPROVEMENT CORP
617,40441,MS,1,1720,ADAMS-JEFFERSON IMPROVEMENT CORPORATION,PO BOX L,NATCHEZ,ADAMS-JEFFERSON IMPROVEMENT CORPORATION
619,40449,MS,9,90,"UNITED COMMUNITY ACTION COMMITTEE, INC.",PO BOX 338,ASHLAND,"UNITED COMMUNITY ACTION COMMITTEE, INC."
620,40450,MS,11,480,"BOLIVAR COUNTY CAP, INC.","321 S SHARPE AVE, PO DR. 160",CLEVELAND,"BOLIVAR COUNTY CAP, INC."
625,40460,MS,25,1220,COMM EDUC EXT MARY HOLMES COLLEGE OEO,418 SOUTH GALLATIN ST,JACKSON MISSISSIPPI,COMM EDUC EXT MARY HOLMES COLLEGE OEO
626,40461,MS,27,470,"COAHOMA OPPORTUNITIES, INC.",313 ISSAQUENA,CLARKSDALE,"COAHOMA OPPORTUNITIES, INC."
629,40464,MS,27,470,MISSISSIPPI DELTA COUNCIL,1933 FOURTH STREET,CLARKSDALE,MISSISSIPPI DELTA COUNCIL
630,40465,MS,35,1050,"FORREST-STONE AREA OPPORTUNITY, INC.",300 E PINE ST,HATTIESBURG,"FORREST-STONE AREA OPPORTUNITY, INC."
634,40473,MS,47,1020,HARRISON COUNTY COMMUNITY ACTION AGENCY,"PO BOX 519, 550 28TH ST",GULFPORT,HARRISON COUNTY COMMUNITY ACTION AGENCY
636,40477,MS,49,1220,COMMUNITY SERVICE ASSOCIATION,123 E GRIFFITH ST,JACKSON,COMMUNITY SERVICE ASSOCIATION
637,40479,MS,49,1220,MISSISSIPPI ACTION FOR PROGRESS INC,680 W MONUMENT ST,JACKSON,MISSISSIPPI ACTION FOR PROGRESS INC
638,40480,MS,49,1220,MISSISSIPPI OEO,"2626 SOUTHERLAND, PO BOX 9206",JACKSON,MISSISSIPPI OEO
639,40482,MS,49,1220,STAR INC,PO BOX 2295,JACKSON,STAR INC
640,40483,MS,49,2596,TOUGALOO COLLEGE,904 W CAPITAL STREET,TOUGALOO,TOUGALOO COLLEGE
641,40488,MS,59,1900,JACKSON COUNTY CIVIC ACTION COMMITTEE,3018 MAGNOLIA ST,PASCAGOULA,JACKSON COUNTY CIVIC ACTION COMMITTEE
643,40492,MS,65,2060,SOPHIA SUTTON MISSION ASSEMBLY,DRAWER KK,PRENTISS,SOPHIA SUTTON MISSION ASSEMBLY
647,40501,MS,49,1220,EDUCATIONAL RESOURCES IN OEO-UNIVERSITY,PO BX 5367 FONDREN STATION,JACKSON,EDUCATIONAL RESOURCES IN OEO-UNIVERSITY
648,40503,MS,81,2610,"LIFT, INCORPORATED",PO BOX 28,TUPELO,"LIFT, INCORPORATED"
651,40514,MS,91,530,"PEARL RIVER VALLEY OPPORTUNITY, INC.",PO BOX 188,COLUMBIA,"PEARL RIVER VALLEY OPPORTUNITY, INC."
653,40516,MS,93,1140,INSTITUTE OF COMMUNITY SERVICES INC ICS,P O BOX 386,HOLLY SPRINGS,INSTITUTE OF COMMUNITY SERVICES INC ICS
655,40520,MS,97,2830,"CENTRAL MISSISSIPPI, INC.",PO BOX 310,WINONA,"CENTRAL MISSISSIPPI, INC."
658,40524,MS,99,1940,MISSISSIPPI BAND OF CHOCTAW INDIANS,ROUTE 7 BOX 21,PHILA,MISSISSIPPI BAND OF CHOCTAW INDIANS
660,40527,MS,105,2430,"PRAIRIE OPPORTUNITY, INC.","PO BOX 774, 225 N WASHINGTON",STARKVILLE,"PRAIRIE OPPORTUNITY, INC."
662,40533,MS,25,2810,MARY HOLMES COLLEGE,P O BOX 683,WEST POINT,MARY HOLMES COLLEGE
664,40540,MS,133,1170,"SUNFLOWER COUNTY PROGRESS, INC.",PO BOX 908,INDIANOLA,"SUNFLOWER COUNTY PROGRESS, INC."
667,40544,MS,135,450,"MID-STATE OPPORTUNITY, INC.","PO DRAWER G, 202 MARKET ST",CHARLESTON,"MID-STATE OPPORTUNITY, INC."
668,40545,MS,137,2290,NORTHWEST MISSISSIPPI DEVELOPMENT ASSOC,404 WEST TATE PO BOX 626,SENATOBIA,NORTHWEST MISSISSIPPI DEVELOPMENT ASSOC
669,40550,MS,5,960,"SOUTHWEST MISSISSIPPI OPPORTUNITY, INC.","PO BOX 250, RAILROAD AVE",GLOSTER,"SOUTHWEST MISSISSIPPI OPPORTUNITY, INC."
670,40552,MS,163,2870,"YAZOO COMMUNITY ACTION, INC.",PO BOX 290,YAZOO CITY,"YAZOO COMMUNITY ACTION, INC."
730,40822,MS,75,1590,"LAUDERDALE ECONOMIC ASSISTANCE PROGRAM,",320 RUBUSH AVE,MERIDIAN,"LAUDERDALE ECONOMIC ASSISTANCE PROGRAM,"
737,40853,MS,57,1360,MILESTON COOPERATIVE ASSOCIATION,PO BOX 356,LEXINGTON,MILESTON COOPERATIVE ASSOCIATION
743,40895,MS,11,1690,"MOUND BAYOU COMMUNITY HOSP ASSN.,INC.",DRAWER R,MOUND BAYOU,"MOUND BAYOU COMMUNITY HOSP ASSN.,INC."
1192,70006,MO,510,7080,LEGAL AID SOC OF CTY&CO OF ST LOUIS,4030 CHOUTEAU AVENUE,ST LOUIS,LEGAL AID SOC OF CTY&CO OF ST LOUIS
1198,70027,MO,510,7080,ST LOUIS UNIVERSITY,3642 LINDELL BLVD,ST LOUIS,ST LOUIS UNIVERSITY
1228,70404,MO,1,4230,"NORTHEAST MISSOURI OPPORTUNITIES, INC",,KIRKSVILLE,"NORTHEAST MISSOURI OPPORTUNITIES, INC"
1229,70415,MO,19,800,CENTRAL MISSOURI CNT HUMAN DEV CORP,105 7TH ST,COLUMBIA,CENTRAL MISSOURI CNT HUMAN DEV CORP
1230,70416,MO,95,4120,BLACK ECON UNION OF GREATER KANSAS CITY,2502 PROSPECT,KANSAS CITY,BLACK ECON UNION OF GREATER KANSAS CITY
1231,70435,MO,19,800,THE CURATORS OF THE U OF MISSOURI,111 JESSE HALL,COLUMBIA,THE CURATORS OF THE U OF MISSOURI
1232,70440,MO,21,7070,"EO CORP OF GREATER ST JOSEPH, MO","RM 613,CORBY BLDG,5TH & FELIX",ST JOSEPH,"EO CORP OF GREATER ST JOSEPH, MO"
1233,70452,MO,33,1420,MISSOURI VALLEY HUMAN RESOURCES DEV CORP,313 ELIZABETH ST,CORDER,MISSOURI VALLEY HUMAN RESOURCES DEV CORP
1234,70457,MO,51,4040,MISSOURI ASSOCIATED MIG OPP SERVICES INC,418 MADISON ST P O BOX 204,JEFFERSON CITY,MISSOURI ASSOCIATED MIG OPP SERVICES INC
1235,70466,MO,51,4040,MISSOURI OFFICE OF ECONOMIC OPPORTUNITY,505 MISSOURI BLVD,JEFFERSON CITY,MISSOURI OFFICE OF ECONOMIC OPPORTUNITY
1236,70511,MO,77,7460,OZARKS AREA COMMUNITY ACTION CORPORATION,"3003 E TRAFFICWAY, SUITE 2000",SPRINGFIELD,OZARKS AREA COMMUNITY ACTION CORPORATION
1237,70535,MO,91,8330,CENTRAL OZARK EO CORPORATION,PO BOX 586,WEST PLAINS,CENTRAL OZARK EO CORPORATION
1238,70553,MO,93,2750,"EAST MISSOURI COMMUNITY ACTION, INC",403 GLENDALE,FLAT RIVER,"EAST MISSOURI COMMUNITY ACTION, INC"
1239,70563,MO,95,4120,HUMAN RESOURCES CORPORATION,2405 TRUMAN RD,KANSAS CITY,HUMAN RESOURCES CORPORATION
1240,70573,MO,97,4100,ECONOMIC SECURITY CORP SOUTHWEST AREA,513 KENTUCKY,JOPLIN,ECONOMIC SECURITY CORP SOUTHWEST AREA
1241,70584,MO,99,3690,JEFFERSON-FRANKLIN CA CORPORATION,"COURTHOUSE, BOX 457",HILLSBORO,JEFFERSON-FRANKLIN CA CORPORATION
1242,70591,MO,113,940,DANIEL BOONE COMMUNITY ACTION AGENCY,204A W MAIN,BOWLING GREEN,DANIEL BOONE COMMUNITY ACTION AGENCY
1243,70614,MO,143,6430,DELTA AREA EO CORPORATION,202 E MAIN,PORTAGEVILLE,DELTA AREA EO CORPORATION
1244,70645,MO,147,5040,NORTHWEST MISSOURI EO CORPORATION,119 N MAIN,MARYVILLE,NORTHWEST MISSOURI EO CORPORATION
1245,70686,MO,169,6760,THE MISSOURI OZARKS EO CORPORATION,314 PINE ST,RICHLAND,THE MISSOURI OZARKS EO CORPORATION
1246,70701,MO,185,250,WEST CENTRAL MISSOURI RURAL DEV CORP,PO BOX 125,APPLETON CITY,WEST CENTRAL MISSOURI RURAL DEV CORP
1247,70710,MO,510,7080,HUMAN DEVELOPMENT CORP OF METRO ST LOUIS,1321 CLARK ST,SAINT LOUIS,HUMAN DEVELOPMENT CORP OF METRO ST LOUIS
1248,70763,MO,203,8450,SOUTH CENTRAL MISSOURI EO CORP,BOX #6,WINONA,SOUTH CENTRAL MISSOURI EO CORP
1249,70771,MO,79,7780,GREEN HILLS HUMAN RESOURCES CORPORATION,207 E TENTH COURT,TRENTON,GREEN HILLS HUMAN RESOURCES CORPORATION
1294,80616,MT,89,345,CONFEDERATED SALISH AND KOOTENAI TRIBES,FLATHEAD SUB AGENCY,DIXON,CONFEDERATED SALISH AND KOOTENAI TRIBES
1297,80776,MT,3,285,CROW TRIBE OF INDIANS OF MONTANA,BOX 413,CROW AGENCY,CROW TRIBE OF INDIANS OF MONTANA
1298,80777,MT,5,560,FORT BELKNAP COMMUNITY COUNCIL,FORT BELKNAP AGENCY,HARLEM,FORT BELKNAP COMMUNITY COUNCIL
1299,80778,MT,13,530,"OPPORTUNITIES, INC",BOX 2532,GREAT FALLS,"OPPORTUNITIES, INC"
1300,80780,MT,21,500,ACTION FOR EASTERN MONTANA,DILWORTH & AMES STS,GLENDIVE,ACTION FOR EASTERN MONTANA
1301,80782,MT,23,20,MT. POWELL ECONOMIC COUNCIL,BOX 1420,ANACONDA,MT. POWELL ECONOMIC COUNCIL
1302,80790,MT,35,170,THE BLACKFEET TRIBAL BUSINESS COUNCIL,COMMUNITY ACTION PROG,BROWNING,THE BLACKFEET TRIBAL BUSINESS COUNCIL
1303,80792,MT,41,125,BUS COMM CHIPPEWA-CREE TRIBE ROCKY BOY R,ROCKY BOY ROUTE,BOX ELDER,BUS COMM CHIPPEWA-CREE TRIBE ROCKY BOY R
1304,80793,MT,49,580,"HILL COUNTY COMMUNITY ACTION, INC.",BOX 1509 - 935 4TH STREET,HAVRE,"HILL COUNTY COMMUNITY ACTION, INC."
1306,80797,MT,49,590,"ROCKY MOUNTAIN DEVELOPMENT COUNCIL, INC",201 SO LAST CHANCE GULCH,HELENA,"ROCKY MOUNTAIN DEVELOPMENT COUNCIL, INC"
1307,80800,MT,49,590,MONTANA SEOO,1228 ELEVENTH AVE,HELENA,MONTANA SEOO
1308,80805,MT,63,830,"MISSOULA-MINERAL HUMAN RESOURCES, INC",508 TOOLE AVE,MISSOULA,"MISSOULA-MINERAL HUMAN RESOURCES, INC"
1309,80808,MT,111,100,TRI-STATE TRIBES INC,208 NORTH 29TH STREET,BILLINGS,TRI-STATE TRIBES INC
1310,80811,MT,85,960,FORT PECK TRIBAL COUNCIL,BOX 1027,POPLAR,FORT PECK TRIBAL COUNCIL
1311,80815,MT,87,695,NORTHERN CHEYENNE TRIBAL COUNCIL,PO BOX 337,LAME DEER,NORTHERN CHEYENNE TRIBAL COUNCIL
1312,80817,MT,93,180,BUTTE-SILVER BOW ANTI-POVERRY COUNCIL,107 E GRANITE P O BOX 3486,BUTTE,BUTTE-SILVER BOW ANTI-POVERRY COUNCIL
1313,80821,MT,111,100,CAP OF BILLINGS & YELLOWSTONE COUNTY,2714 MONTANA AVE,BILLINGS,CAP OF BILLINGS & YELLOWSTONE COUNTY
1314,80823,MT,49,590,MONTANA LEGAL SERVICES ASSOC,601 POWER BLOCK,HELENA,MONTANA LEGAL SERVICES ASSOC
1190,70004,NE,157,4340,PANHANDLE LEGAL SERVICES INC,P O BOX 605,SCOTTSBLUFF,PANHANDLE LEGAL SERVICES INC
1195,70023,NE,111,2830,NEBRASKA LEGISLATIVE COUNCIL,STATE CAPITOL RM 2108,LINCOLN,NEBRASKA LEGISLATIVE COUNCIL
1197,70025,NE,109,2830,PROJECT 93 INCORPORATED,P O BOX 863,COLUMBUS,PROJECT 93 INCORPORATED
1200,70034,NE,55,3620,URBAN HOUSING FOUNDATION INC,2414 16 LAKE STREET,OMAHA,URBAN HOUSING FOUNDATION INC
1201,70036,NE,107,3460,SANTEE SIOUX TRIBE OF NEBRASKA,ROUTE 2,NIOBRARA,SANTEE SIOUX TRIBE OF NEBRASKA
1202,70086,NE,111,2830,NB HUMAN RESOURCES RESEARCH FOUND INC,RM 7 501 BLDG 501 N 10 V OF N,LINCOLN,NB HUMAN RESOURCES RESEARCH FOUND INC
1250,70830,NE,19,2680,"MID-NEBRASKA CAP, INC","2025 1/2 CTRL AVE, PO BOX 462",KEARNEY,"MID-NEBRASKA CAP, INC"
1251,70837,NE,45,960,NORTHWEST NEBR. COUNTY ACTION COMM.,BOX 746,CHADRON,NORTHWEST NEBR. COUNTY ACTION COMM.
1252,70841,NE,55,3620,GREATER OMAHA COMMUNITY ACTION INC,1805 HARNEY ST,OMAHA,GREATER OMAHA COMMUNITY ACTION INC
1253,70847,NE,79,2090,PLATTE VALLEY COMMUNITY ACTION INC,BOX 1288,GRAND ISLAND,PLATTE VALLEY COMMUNITY ACTION INC
1254,70850,NE,95,1790,"BLUE VALLEY COMMUNITY ACTION, INC",BOX 273,FAIRBURY,"BLUE VALLEY COMMUNITY ACTION, INC"
1255,70855,NE,109,2830,LINCOLN ACTION PROGRAM INC,1928 S STREET,LINCOLN,LINCOLN ACTION PROGRAM INC
1256,70858,NE,109,2830,NEBRASKA SEOO,STATE CAPITOL BLDG,LINCOLN,NEBRASKA SEOO
1257,70862,NE,147,2530,"SOUTHEAST NEBRASKA CA COUNCIL, INC",PO BOX 646,HUMBOLDT,"SOUTHEAST NEBRASKA CA COUNCIL, INC"
1258,70866,NE,157,1990,NEBRASKA PANHANDLE CAA,"1840 7TH ST, PO BOX 340",GERING,NEBRASKA PANHANDLE CAA
1259,70870,NE,163,2920,CENTRAL NEBRASKA CAP,PO BOX 509,LOUP CITY,CENTRAL NEBRASKA CAP
1260,70878,NE,173,5080,GOLDENROD HILLS COMMUNITY ACTION COUNCIL,PO BOX 10,WALTHILL,GOLDENROD HILLS COMMUNITY ACTION COUNCIL
1457,90646,NV,3,120,ECONOMIC OPPORTUNITY BOARD OF CLARK COUN,900 W OWENS AVE,LAS VEGAS,ECONOMIC OPPORTUNITY BOARD OF CLARK COUN
1458,90651,NV,510,50,NEVADA SEOO,111 W TELEGRAPH,CARSON CITY,NEVADA SEOO
1459,90656,NV,31,170,"INTER-TRIBAL COUNCIL OF NEVADA, INC",98 COLONG ROAD,RENO,"INTER-TRIBAL COUNCIL OF NEVADA, INC"
1460,90660,NV,31,170,ECONOMIC OPPORTUNITY BOARD OF WASHOE CNT,195 N ARLINGTON AVE,RENO,ECONOMIC OPPORTUNITY BOARD OF WASHOE CNT
95,10036,NH,11,310,NEW HAMPSHIRE LEGAL ASSISTANCE,795 ELM STREET,MANCHESTER,NEW HAMPSHIRE LEGAL ASSISTANCE
109,10075,NH,13,70,NEW ENGLAND NON-PROFIT HOUSING DEV CORP,8 NORTH MAIN STREET,CONCORD,NEW ENGLAND NON-PROFIT HOUSING DEV CORP
156,10393,NH,5,250,"SULLIVAN-CHESHIRE COUNTY CA ASSN., INC.",40 MECHANIC ST,KEENE,"SULLIVAN-CHESHIRE COUNTY CA ASSN., INC."
157,10394,NH,7,20,"CA IN COOS, CARROLL & GRAFTON COUNTIES",TOWN HALL,LITTLETON,"CA IN COOS, CARROLL & GRAFTON COUNTIES"
158,10403,NH,11,334,CA COMMITTEE FOR HILLSBOROUGH COUNTY,"BOX 304, AMHERST RD",MERRIMACK,CA COMMITTEE FOR HILLSBOROUGH COUNTY
159,10410,NH,13,70,NEW HAMPSHIRE OEO,15 N MAIN ST,CONCORD,NEW HAMPSHIRE OEO
160,10413,NH,13,70,CAP BELKNAP-MERRIMACK CTS. INC.,93 NO STATE ST,CENURD,CAP BELKNAP-MERRIMACK CTS. INC.
161,10418,NH,15,430,"ROCKINGHAM COUNTY CAP, INC.",50 S SCHOOL ST,PORTSMOUTH,"ROCKINGHAM COUNTY CAP, INC."
162,10419,NH,17,470,STRAFFORD COUNTY CA COMMITTEE INC.,BARTLETT AVE COMM BLDG,SOMERSWORTH,STRAFFORD COUNTY CA COMMITTEE INC.
199,20014,NJ,17,1520,JERSEY CITY DEPT OF HUMAN RESOURCES,280 GROVE ST,JERSEY CITY,JERSEY CITY DEPT OF HUMAN RESOURCES
201,20016,NJ,21,3380,STATE DEPT OF EDUCATION,225 WEST STATE STREET,TRENTON,STATE DEPT OF EDUCATION
202,20017,NJ,23,2140,RUTGERS UNIV. - CTR OF ALCOHOL STUDIES,SMITHERS HALL,NEW BRUNSWICK,RUTGERS UNIV. - CTR OF ALCOHOL STUDIES
203,20018,NJ,17,1520,PUERTO RICANS ASSOCIATED FOR COMM ORGAN,91 YORK STREET,JERSEY CITY,PUERTO RICANS ASSOCIATED FOR COMM ORGAN
212,20035,NJ,13,2130,OFFICE OF THE MAYOR MUNICIPAL OMBUD,920 BROAD ST,NEWARK,OFFICE OF THE MAYOR MUNICIPAL OMBUD
215,20040,NJ,13,2130,COMMUNITY DEVELOPMENT ADMINISTRATION,39 BRANFORD PLACE,NEWARK,COMMUNITY DEVELOPMENT ADMINISTRATION
219,20045,NJ,3,2480,NATL COUNCIL ON CRIME AND DELINQUENCY,NCCD CENTER,PARAMUS,NATL COUNCIL ON CRIME AND DELINQUENCY
221,20421,NJ,1,90,"ATLANTIC HUMAN RESOURCES, INC",1625 ATLANTIC AVE,ATLANTIC CITY,"ATLANTIC HUMAN RESOURCES, INC"
222,20422,NJ,3,1210,BERGEN COUNTY CAP,57 MAIN ST,HACKENSACK,BERGEN COUNTY CAP
223,20434,NJ,5,480,"BURLINGTON COUNTY CAP, INC",9 W UNION ST,BURLINGTON,"BURLINGTON COUNTY CAP, INC"
224,20438,NJ,7,520,CAMDEN CO COUNCIL ON ECON OPPO. INC,500 BROADWAY,CAMDEN,CAMDEN CO COUNCIL ON ECON OPPO. INC
225,20456,NJ,11,420,SW ORG FOR POVERTY ELIMINATION INC,#1 LANDIS AVE,BRIDGETON,SW ORG FOR POVERTY ELIMINATION INC
226,20466,NJ,13,800,ESSEX CNT YOUTH & ECON REHAB COMMISSION,524 WILLIAM ST,EAST ORANGE,ESSEX CNT YOUTH & ECON REHAB COMMISSION
227,20479,NJ,13,2130,UNITED COMMUNITY CORPORATION,449 CENTRAL AVE,NEWARK,UNITED COMMUNITY CORPORATION
228,20481,NJ,17,190,BAYONNE ECONOMIC OPPORTUNITY FOUNDATION,407 AVE C,BAYONNE,BAYONNE ECONOMIC OPPORTUNITY FOUNDATION
229,20492,NJ,17,3410,NORTH HUDSON COMMUNITY ACTION CORP,507 26 ST,UNION CITY,NORTH HUDSON COMMUNITY ACTION CORP
230,20505,NJ,21,3380,MERCER COUNTY COMMUNITY ACTION COUNCIL,209 SO BROAD ST CO COURT HOUSE,TRENTON,MERCER COUNTY COMMUNITY ACTION COUNCIL
231,20508,NJ,21,3380,NEW JERSEY STATE OFF OF ECON OPP,363 W STATE ST,TRENTON,NEW JERSEY STATE OFF OF ECON OPP
232,20509,NJ,21,3380,COMM ACTION TRAINING INSTITUTE OF N J,88 EAST STATE POB 2446,TRENTON,COMM ACTION TRAINING INSTITUTE OF N J
233,20519,NJ,21,3380,"UNITED PROGRESS, INCORPORATED",401-403 PENNINGTON AVE,TRENTON,"UNITED PROGRESS, INCORPORATED"
234,20526,NJ,23,2140,MIDDLESEX CNT EC OPPOR CORP,46 PATERSON ST,NEW BRUNSWICK,MIDDLESEX CNT EC OPPOR CORP
235,20556,NJ,25,1760,MONMOUTH COMMUNITY ACTION PROGRAM,279 BROADWAY,LONG BRANCH,MONMOUTH COMMUNITY ACTION PROGRAM
236,20561,NJ,27,2030,"MORRIS COUNTY ECON OPPOR COUNCIL, INC",35 RIDGEDALE AVE,MORRISTOWN,"MORRIS COUNTY ECON OPPOR COUNCIL, INC"
237,20567,NJ,29,3360,"OCEAN COMMUNITY ECON ACTION NOW, INC","40 WASHINGTON ST, PO BOX 1029",TOMS RIVER,"OCEAN COMMUNITY ECON ACTION NOW, INC"
238,20569,NJ,31,2670,COMMUNITY ACTION COUNCIL OF PASSIAC CNT,24 LAKESIDE AVE,POMPTON LAKES,COMMUNITY ACTION COUNCIL OF PASSIAC CNT
239,20574,NJ,31,2510,PATERSON TASK FORCE FOR CA INC,240 BROADWAY,PATERSON,PATERSON TASK FORCE FOR CA INC
240,20581,NJ,35,3100,SOMERSET CAP,429 LEWIS ST,SOMERSET,SOMERSET CAP
241,20585,NJ,39,2630,COMMUNITY ACTION PLAINFIELD INC,219-225 CENTRAL AVE,PLAINFIELD,COMMUNITY ACTION PLAINFIELD INC
242,20590,NJ,39,860,"UNION COUNTY ANTI-POVERTY COUNCIL, INC",208 COMMERCE PL,ELIZABETH,"UNION COUNTY ANTI-POVERTY COUNCIL, INC"
243,20603,NJ,41,2580,"NORTHWEST NEW JERSEY CAP, INC",367 S MAIN ST,PHILLIPSBURG,"NORTHWEST NEW JERSEY CAP, INC"
994,60012,NM,31,646,RAMAH NAVAJO SCHOOL BOARD INC,P.O.BOX 7,RAMAH,RAMAH NAVAJO SCHOOL BOARD INC
1004,60037,NM,31,880,ZUNI LEGAL AID & DEFENDER SOCIETY,BOX 368,ZUNI,ZUNI LEGAL AID & DEFENDER SOCIETY
1008,60048,NM,31,340,GALLUP INDIAN COMMUNITY CENTER,200 WEST MAXWELL AVENUE,GALLUP NEW MEXICO,GALLUP INDIAN COMMUNITY CENTER
1017,60060,NM,49,710,NEW MEXICO RURAL LEGAL SERVICES INC,P O BOX 948,SANTA FE,NEW MEXICO RURAL LEGAL SERVICES INC
1065,60332,NM,1,30,ALBUQUERQUE-BERNALILLO COUNTY EO BOARD,900 PARK AVE SW,ALBUQUERQUE,ALBUQUERQUE-BERNALILLO COUNTY EO BOARD
1066,60341,NM,1,30,HOME EDUCATION LIVELIHOOD PROGRAM,933 SAN PEDRO S E,ALBUQUERQUE,HOME EDUCATION LIVELIHOOD PROGRAM
1067,60349,NM,1,30,UNIVERSITY OF NEW MEXICO,1901 LAS LOMAS NE,ALBUQUERQUE,UNIVERSITY OF NEW MEXICO
1068,60350,NM,5,670,CHAVES COUNTY COMMUNITY ACTION PROGRAM,PO BOX 2246,ROSWELL,CHAVES COUNTY COMMUNITY ACTION PROGRAM
1069,60361,NM,13,470,"CAA OF DONA ANA COUNTY, INC.","410 S VALLEY DR, PO DR. 130",LAS CRUCES,"CAA OF DONA ANA COUNTY, INC."
1070,60367,NM,15,130,EDDY COUNTY COMMUNITY ACTION CORP.,2415 CARVER ST,CARLSBAD,EDDY COUNTY COMMUNITY ACTION CORP.
1071,60390,NM,35,585,MESCALERO APACHE TRIBE,P O BOX 176,MESCALERO,MESCALERO APACHE TRIBE
1072,60401,NM,39,255,JICARILLA APACHE TRIBE,PO BOX 147,DULCE,JICARILLA APACHE TRIBE
1073,60407,NM,41,640,EASTERN NEW MEXICO UNIVERSITY,UPWARD BOUND OFFICE,PORTALES,EASTERN NEW MEXICO UNIVERSITY
1074,60412,NM,43,110,SANDOVAL COUNTY EO CORPORATION,1219 CAMINO DEL PUEBLO,BERNALILLO,SANDOVAL COUNTY EO CORPORATION
1075,60413,NM,43,110,SANDOVAL COUNTY INDIAN PUEBLO - CAP,PO BOX 578,BERNALILLO,SANDOVAL COUNTY INDIAN PUEBLO - CAP
1076,60414,NM,43,740,SANTO DOMINGO PUEBLO,,SANTO DOMINGO,SANTO DOMINGO PUEBLO
1077,60415,NM,45,310,"SAN JUAN COUNTY EO COUNCIL, INC.","101 S LOCKE, PO BOX 1822",FARMINGTON,"SAN JUAN COUNTY EO COUNCIL, INC."
1078,60429,NM,49,710,EIGHT NORTHERN INDIAN PUEBLOS COUNCIL,GENERAL DELIVERY,SAN JUAN,EIGHT NORTHERN INDIAN PUEBLOS COUNCIL
1079,60432,NM,49,710,SANTA FE CAA,1150 CANYON RD,SANTA FE,SANTA FE CAA
1080,60437,NM,49,710,NEW MEXICO SEOO,R118 VILLAGRA BLDG,SANTA FE,NEW MEXICO SEOO
1081,60448,NM,55,780,TAOS-RIO ARRIBA COS COMM ACTION PROG INC,PO BOX 1215,TAOS,TAOS-RIO ARRIBA COS COMM ACTION PROG INC
1082,60454,NM,61,435,PUEBLO OF ISLETA CAP,BOX 13,ISLETA PUEBLO,PUEBLO OF ISLETA CAP
1083,60457,NM,61,435,LAGUNA PUEBLO COUNCIL,PO BOX 194,LAGUNA,LAGUNA PUEBLO COUNCIL
1084,60462,NM,61,702,PUEBLO OF ACOMA TRIBAL COUNCIL,P O BOX 67,SAN FIDEL,PUEBLO OF ACOMA TRIBAL COUNCIL
1164,61459,NM,5,670,EASTERN NEW MEXICO UNIVERSITY,P O BOX 6761,ROSWELL,EASTERN NEW MEXICO UNIVERSITY
1173,61508,NM,37,820,EASTERN PLAINS COMMUNITY ACTION AGENCY,"219 E MAIN, PO BOX 1244",TUCUMCARI,EASTERN PLAINS COMMUNITY ACTION AGENCY
1179,61518,NM,61,360,MID WEST NEW MEXICO CAP,PO BOX 266,GRANTS,MID WEST NEW MEXICO CAP
1182,61531,NM,1,30,ALL INDIAN PUEBLO COUNCIL,1000 INDIAN SCHOOL ROAD,ALBUQUERQUE,ALL INDIAN PUEBLO COUNCIL
1184,61541,NM,17,322,PLANNED PARENTHOOD OF GRANT CO,BOX 214,FORT BAYARD,PLANNED PARENTHOOD OF GRANT CO
103,10057,NY,81,4170,NORTHEAST REG MODEL CITIES CITIZEN UNION,80 FIFTH AVENUE,NEW YORK,
192,20004,NY,61,4170,NATIONAL BUREAU OF ECON RESEARCH INC,261 MADISON AVENUE,NEW YORK,NATIONAL BUREAU OF ECON RESEARCH INC
193,20005,NY,31,3000,COMM FOR EC IMPROV OF ESSEX CO INC,14 FRONT ST,KEESEVILLE,COMM FOR EC IMPROV OF ESSEX CO INC
194,20007,NY,61,4170,ADDICTION SERVICES AGENCY,71 WORTH STREET,NEW YORK,ADDICTION SERVICES AGENCY
195,20008,NY,61,4170,BROAD JUMP,55 FIFTH AVENUE,NEW YORK,BROAD JUMP
196,20010,NY,61,4170,PLANNED PARENTHOOD FED OF AMERICA INC,810SEVENTH AVENUE,NEW YORK,PLANNED PARENTHOOD FED OF AMERICA INC
197,20012,NY,61,4170,HEALTH INS PLAN OF GREATER NEW YORK,625 MADISON AVENUE,NEW YORK,HEALTH INS PLAN OF GREATER NEW YORK
198,20013,NY,1,50,ALBANY MEDICAL COLLEGE,47 NEW SCOTLAND AVENUE,ALBANY,ALBANY MEDICAL COLLEGE
204,20021,NY,61,4170,COMMUNITY FILM WORKSHOP COUNCIL,112 WEST 31 STREET,NEW YORK,COMMUNITY FILM WORKSHOP COUNCIL
