Grantmaker.Name,Grantmaker.State,Recipient.Name,Recipient.City,Recipient.State.Country,Year.Authorized,Grant.Amount,Grantmaker.Type,Recipient.Type
Tiger Baron Foundation,NY,Asian American Federation,New York City,NY,2014,10000,Foundation,Hybrid
Tiger Baron Foundation,NY,Asian American Federation,New York City,NY,2012,22000,Foundation,Hybrid
Tiger Baron Foundation,NY,Asian American Federation,New York City,NY,2009,25000,Foundation,Hybrid
Tiger Baron Foundation,NY,Asian American Federation,New York City,NY,2009,12000,Foundation,Hybrid
Verizon Foundation,NJ,Asian American Federation,New York City,NY,2004,25050,Foundation,Hybrid
W. K. Kellogg Foundation,MI,Asian American Federation,New York City,NY,2016,199985,Foundation,Hybrid
W. K. Kellogg Foundation,MI,Asian American Federation,New York City,NY,2014,450000,Foundation,Hybrid
W. K. Kellogg Foundation,MI,Asian American Federation,New York City,NY,2014,106000,Foundation,Hybrid
W. K. Kellogg Foundation,MI,Asian American Federation,New York City,NY,2014,75000,Foundation,Hybrid
W. K. Kellogg Foundation,MI,Asian American Federation,New York City,NY,2004,1400,Foundation,Hybrid
Wallace H. Coulter Foundation,FL,Asian American Federation,New York City,NY,2014,600000,Foundation,Hybrid
Wallace H. Coulter Foundation,FL,Asian American Federation,New York City,NY,2013,600000,Foundation,Hybrid
Wallace H. Coulter Foundation,FL,Asian American Federation,New York City,NY,2012,600000,Foundation,Hybrid
Wallace H. Coulter Foundation,FL,Asian American Federation,New York City,NY,2010,250000,Foundation,Hybrid
Wallace H. Coulter Foundation,FL,Asian American Federation,New York City,NY,2010,250000,Foundation,Hybrid
Wallace H. Coulter Foundation,FL,Asian American Federation,New York City,NY,2010,500000,Foundation,Hybrid
Wallace H. Coulter Trust,FL,Asian American Federation,New York City,NY,2011,600000,Foundation,Hybrid
Wells Fargo Foundation,MN,Asian American Federation,New York City,NY,2015,10000,Foundation,Hybrid
Wells Fargo Foundation,MN,Asian American Federation,New York City,NY,2013,1000,Foundation,Hybrid
William Randolph Hearst Foundation,NY,Asian American Federation,New York City,NY,2004,150000,Foundation,Hybrid
Episcopal Health Foundation,TX,Asian American Health Coalition,Houston,TX,2016,25000,Foundation,CBO
Episcopal Health Foundation,TX,Asian American Health Coalition,Houston,TX,2015,145000,Foundation,CBO
Gilead Foundation,CA,Asian American Health Coalition,Houston,TX,2015,58000,Foundation,CBO
Gilead Foundation,CA,Asian American Health Coalition,Houston,TX,2014,52000,Foundation,CBO
Gilead Foundation,CA,Asian American Health Coalition,Houston,TX,2012,50000,Foundation,CBO
Gilead Foundation,CA,Asian American Health Coalition,Houston,TX,2010,50000,Foundation,CBO
Greater Houston Community Foundation,TX,Asian American Health Coalition,Houston,TX,2015,1500,Foundation,CBO
Greater Houston Community Foundation,TX,Asian American Health Coalition,Houston,TX,2011,75000,Foundation,CBO
Greater Houston Community Foundation,TX,Asian American Health Coalition,Houston,TX,2011,4229,Foundation,CBO
Greater Houston Community Foundation,TX,Asian American Health Coalition,Houston,TX,2010,50000,Foundation,CBO
Greater Houston Community Foundation,TX,Asian American Health Coalition,Houston,TX,2007,50000,Foundation,CBO
Houston Endowment.,TX,Asian American Health Coalition,Houston,TX,2014,10000,Foundation,CBO
Houston Endowment.,TX,Asian American Health Coalition,Houston,TX,2012,325000,Foundation,CBO
Houston Endowment.,TX,Asian American Health Coalition,Houston,TX,2010,125000,Foundation,CBO
Houston Endowment.,TX,Asian American Health Coalition,Houston,TX,2009,140000,Foundation,CBO
Houston Endowment.,TX,Asian American Health Coalition,Houston,TX,2009,150000,Foundation,CBO
Houston Endowment.,TX,Asian American Health Coalition,Houston,TX,2007,150000,Foundation,CBO
Houston Endowment.,TX,Asian American Health Coalition,Houston,TX,2006,150000,Foundation,CBO
Houston Endowment.,TX,Asian American Health Coalition,Houston,TX,2005,150000,Foundation,CBO
Rockwell Fund,TX,Asian American Health Coalition,Houston,TX,2008,50000,Foundation,CBO
Rockwell Fund,TX,Asian American Health Coalition,Houston,TX,2005,25000,Foundation,CBO
Rockwell Fund,TX,Asian American Health Coalition,Houston,TX,2005,50000,Foundation,CBO
The Henriksen Foundation,TX,Asian American Health Coalition,Houston,TX,2016,18000,Foundation,CBO
The Henriksen Foundation,TX,Asian American Health Coalition,Houston,TX,2015,12450,Foundation,CBO
The Kresge Foundation,MI,Asian American Health Coalition,Houston,TX,2009,300000,Foundation,CBO
Ting Tsung and Wei Fong Chao Foundation,IL,Asian American Health Coalition,Houston,TX,2014,50000,Foundation,CBO
Ting Tsung and Wei Fong Chao Foundation,IL,Asian American Health Coalition,Houston,TX,2012,5000,Foundation,CBO
Ting Tsung and Wei Fong Chao Foundation,IL,Asian American Health Coalition,Houston,TX,2012,22500,Foundation,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2017,190503,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2016,1905609,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2016,34938,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2016,350000,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2016,56852,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2016,878848,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2015,941256,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2015,650000,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2015,266288,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2014,215172,FED,CBO
United States Department of Health and Human Services,DC,Asian American Health Coalition,Houston,TX,2014,740517,FED,CBO
The Pittsburgh Foundation,PA,Asian American Institute for Research and Education,Irwin,PA,2009,1091,Foundation,CBO
Banyan Tree Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2009,50000,Foundation,CBO
Banyan Tree Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,30000,Foundation,CBO
Banyan Tree Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2005,25000,Foundation,CBO
Bill & Melinda Gates Foundation,WA,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2015,2500,Foundation,CBO
Citi Foundation,NY,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2008,20000,Foundation,CBO
Clark-Winchcole Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2015,5000,Foundation,CBO
Clark-Winchcole Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2014,5000,Foundation,CBO
Clark-Winchcole Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2012,7500,Foundation,CBO
Clark-Winchcole Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2009,10000,Foundation,CBO
Clark-Winchcole Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2008,10000,Foundation,CBO
Clark-Winchcole Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,10000,Foundation,CBO
Clark-Winchcole Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2006,10000,Foundation,CBO
Clark-Winchcole Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2005,15000,Foundation,CBO
Crowell & Moring Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2015,7500,Foundation,CBO
Crowell & Moring Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2014,7500,Foundation,CBO
Crowell & Moring Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2006,7500,Foundation,CBO
DC Children and Youth Investment Trust Corporation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2015,34000,Foundation,CBO
DC Children and Youth Investment Trust Corporation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2014,10200,Foundation,CBO
DC Children and Youth Investment Trust Corporation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2014,29150,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2016,30000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2016,80000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2015,40000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2014,30000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2013,30000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2013,10000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2012,25000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2011,25000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2010,25000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2009,20000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2008,25000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,15000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2006,20000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2006,10000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2005,20000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2004,20000,Foundation,CBO
Eugene and Agnes E. Meyer Foundation,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2003,20000,Foundation,CBO
Jerry Taylor & Nancy Bryant Foundation,FL,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2010,15000,Foundation,CBO
MARPAT Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2008,10000,Foundation,CBO
MARPAT Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,15000,Foundation,CBO
MARPAT Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2006,15000,Foundation,CBO
Mead Family Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,12000,Foundation,CBO
Morgan Stanley Foundation,NY,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2015,1000,Foundation,CBO
Moriah Fund,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2008,30000,Foundation,CBO
Moriah Fund,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2009,30000,Foundation,CBO
Moriah Fund,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,30000,Foundation,CBO
Moriah Fund,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2006,30000,Foundation,CBO
Moriah Fund,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2005,30000,Foundation,CBO
Moriah Fund,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2004,35000,Foundation,CBO
Moriah Fund,DC,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2003,35000,Foundation,CBO
Philip L. Graham Fund,VA,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2006,35000,Foundation,CBO
Philip L. Graham Fund,VA,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2005,7000,Foundation,CBO
Philip L. Graham Fund,VA,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2004,6000,Foundation,CBO
Philip L. Graham Fund,VA,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2003,50000,Foundation,CBO
Philip L. Graham Fund,VA,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2003,6000,Foundation,CBO
Richard E. & Nancy P. Marriott Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2014,5000,Foundation,CBO
The Annie E. Casey Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2016,5000,Foundation,CBO
The Annie E. Casey Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2015,3000,Foundation,CBO
The Annie E. Casey Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2012,3000,Foundation,CBO
The Annie E. Casey Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2010,4800,Foundation,CBO
The Annie E. Casey Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,100000,Foundation,CBO
The Annie E. Casey Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,100000,Foundation,CBO
The Annie E. Casey Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,4000,Foundation,CBO
The Annie E. Casey Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2007,5000,Foundation,CBO
The Annie E. Casey Foundation,MD,Asian American Leadership Endowment and Development for Youth and Family,Washington,DC,2006,4982,Foundation,CBO
