Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
The Greentree Fund,TX,Asian American Family Services,Houston,TX,2014,2500,Program development;,,Private,Service
The Prudential Foundation,NJ,Asian American Family Services,Houston,TX,2014,200,,Matching gift to civic agency,Private,Service
Wells Fargo Foundation,MN,Asian American Family Services,Houston,TX,2012,10000,Continuing support;,,Private,Service
Wells Fargo Foundation,MN,Asian American Family Services,Houston,TX,2011,15000,Continuing support;,,Private,Service
Wells Fargo Foundation,MN,Asian American Family Services,Houston,TX,2010,15000,,,Private,Service
Wells Fargo Foundation,MN,Asian American Family Services,Houston,TX,2008,10000,Continuing support;,,Private,Service
Wells Fargo Foundation,MN,Asian American Family Services,Houston,TX,2006,10000,Continuing support;,,Private,Service
Wells Fargo Foundation,MN,Asian American Family Services,Houston,TX,2005,10000,Continuing support;,,Private,Service
Wells Fargo Foundation,MN,Asian American Family Services,Houston,TX,2004,10000,Continuing support;,,Private,Service
Wells Fargo Foundation,MN,Asian American Family Services,Houston,TX,2003,10000,,,Private,Service
21st Century ILGWU Heritage Fund,NY,Asian American Federation,New York City,NY,2014,3000,,To celebrate the wo rk of the federation to advance the civic voice and well being of asian americans,Private,Mixed
21st Century ILGWU Heritage Fund,NY,Asian American Federation,New York City,NY,2013,2500,Program development;,To celebrate the work of the federation to advance the civic voice and well being of asian americans,Private,Mixed
21st Century ILGWU Heritage Fund,NY,Asian American Federation,New York City,NY,2012,2000,,To celebrate the twenty years of service by the federation advancing the civic voice and well being of asian americans,Private,Mixed
21st Century ILGWU Heritage Fund,NY,Asian American Federation,New York City,NY,2010,2000,,,Private,Mixed
21st Century ILGWU Heritage Fund,NY,Asian American Federation,New York City,NY,2009,1500,,,Private,Mixed
"Aetna Foundation, Inc.",CT,Asian American Federation,New York City,NY,2006,20000,Capacity-building and technical assistance; Program development;,For Queens Elder Serving Planning Initiative,Private,Mixed
American Express Foundation,NY,Asian American Federation,New York City,NY,2003,25000,Program development;,For grant made through WTC Disaster Relief Fund,Private,Mixed
AT&T Foundation,TX,Asian American Federation,New York City,NY,2005,5000,,,Private,Mixed
Avon Foundation for Women,NY,Asian American Federation,New York City,NY,2004,20000,Program development;,Toward initiative to increase economic opportunities for disadvantaged Asian American women,Private,Mixed
C. J. Huang Foundation,NY,Asian American Federation,New York City,NY,2003,20000,,,Private,Mixed
Carnegie Corporation of New York,NY,Asian American Federation,New York City,NY,2005,100000,Capacity-building and technical assistance; Program development;,Toward planning efforts to sustain and expand economic activity in Lower Manhattan,Private,Mixed
Citi Foundation,NY,Asian American Federation,New York City,NY,2008,10000,Program development;Information and Referral;,For Resource Directory of Human Services for Asian Americans in New York,Private,Mixed
Citi Foundation,NY,Asian American Federation,New York City,NY,2007,20000,Program development;,For Improving Governance and Financial Management Program,Private,Mixed
Citi Foundation,NY,Asian American Federation,New York City,NY,2006,20000,Program development;Information and Referral;,For Human Services Resource Directory Project,Private,Mixed
Citi Foundation,NY,Asian American Federation,New York City,NY,2004,20000,Program development;Research and evaluation;Research;,For Census Information Center Program,Private,Mixed
Citi Foundation,NY,Asian American Federation,New York City,NY,2003,15000,Program development;,For Community Development Fund,Private,Mixed
"Compton Foundation, Inc.",CA,Asian American Federation,New York City,NY,2004,80000,Program development;,For peace and security programs,Private,Mixed
Cricket Island Foundation,NY,Asian American Federation,New York City,NY,2014,30000,General support;,General purposes,Private,Mixed
Cricket Island Foundation,NY,Asian American Federation,New York City,NY,2014,8000,Program development;,Special project (CB),Private,Mixed
Cricket Island Foundation,NY,Asian American Federation,New York City,NY,2014,3000,Program development;,Special project (OF),Private,Mixed
Deutsche Bank Americas Foundation,NY,Asian American Federation,New York City,NY,2007,25000,General support;,For general operating support,Private,Mixed
Guido A. & Elizabeth H. Binda Foundation,MI,Asian American Federation,New York City,NY,2015,7500,Program development;,Education,Private,Mixed
Johnson & Johnson Family of Companies Contribution Fund,NJ,Asian American Federation,New York City,NY,2005,5000,,,Private,Mixed
Long Mountain Road Foundation,CT,Asian American Federation,New York City,NY,2014,10000,General support;,General charitable purposes,Private,Mixed
New York Foundation,NY,Asian American Federation,New York City,NY,2012,42500,Grassroots organizing;,"For a community organizing center that serves the Southeast Asian community in New York City through programs that provide community organizing, healing, education, arts, culture, language, and improving access to social services",Community,Mixed
"Rockefeller Philanthropy Advisors, Inc.",NY,Asian American Federation,New York City,NY,2007,185000,Program development;,To expand Asian American giving in New York City through the organization's Asian American Community Fund,Private,Mixed
Southpole Foundation Inc.,NJ,Asian American Federation,New York City,NY,2015,30000,Program development;,Charitable grant,Private,Mixed
Southpole Foundation Inc.,NJ,Asian American Federation,New York City,NY,2014,30000,Program development;,Charitable grant,Private,Mixed
"The Bank of America Charitable Foundation, Inc.",NC,Asian American Federation,New York City,NY,2014,5000,Program development;,Program/iperating support,Private,Mixed
The Charles B. Wang Foundation,NJ,Asian American Federation,New York City,NY,2003,5000,Program development;,For general program support,Private,Mixed
"The Coca-Cola Foundation, Inc.",GA,Asian American Federation,New York City,NY,2012,50000,Program development;,For Encouraging Physical Activity and Healthy Eating among Asian American Children across New York City,Private,Mixed
The Commonwealth Fund,NY,Asian American Federation,New York City,NY,2003,99963,Equal access; Program development;,For Informing Initiative to Expand Health Coverage After September 11 in New York City's Chinatown,Private,Mixed
The Ernest and Joan Liu Foundation,NY,Asian American Federation,New York City,NY,2015,6000,,All contributions were made to the general purpose fund of public charitable organizations that were classified under section 501(C)(3) of the internal revenue code,Private,Mixed
The Ernest and Joan Liu Foundation,NY,Asian American Federation,New York City,NY,2014,5000,,ALL CONTRIBUTIONS WERE MADE TO THE GENERAL PURPOSE FUND OF PUBLIC CHARITABLE ORGANIZATIONS THAT WERE CLASSIFIED UNDER SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE,Private,Mixed
The Hyde and Watson Foundation,NJ,Asian American Federation,New York City,NY,2015,4500,Information technology;,Purchase of computer equipment and software.,Private,Mixed
The Hyde and Watson Foundation,NJ,Asian American Federation,New York City,NY,2012,7500,Equipment;Information technology;,For purchase of computer equipment and furnishings,Private,Mixed
The JPMorgan Chase Foundation,NY,Asian American Federation,New York City,NY,2005,25000,,,Private,Mixed
The JPMorgan Chase Foundation,NY,Asian American Federation,New York City,NY,2003,15000,,,Private,Mixed
The New York Community Trust,NY,Asian American Federation,New York City,NY,2016,15000,Fundraising;Board development;Capacity-building and technical assistance;,To expand the governance and fundraising capacity of the Federation's board,Community,Mixed
The New York Community Trust,NY,Asian American Federation,New York City,NY,2015,10000,Program development;,"To create a coordinated, citywide plan to educate immigrants about the status of, and application requirements for, expanded deferred action",Community,Mixed
The New York Community Trust,NY,Asian American Federation,New York City,NY,2004,50000,Program development;Volunteer development;,To encourage Asian-American professionals to provide volunteer help and financial support to member organizations,Community,Mixed
The New York Community Trust,NY,Asian American Federation,New York City,NY,2004,79153,,,Community,Mixed
The Ong Family Foundation,NY,Asian American Federation,New York City,NY,2016,13000,,Support for annual gala and journal tribute,Private,Mixed
The Ong Family Foundation,NY,Asian American Federation,New York City,NY,2013,43524,General support;,"General operating support, for project speak out and the big apple circus event",Private,Mixed
The Ong Family Foundation,NY,Asian American Federation,New York City,NY,2011,27892,,,Private,Mixed
The Ong Family Foundation,NY,Asian American Federation,New York City,NY,2009,10000,,,Private,Mixed
The Ong Family Foundation,NY,Asian American Federation,New York City,NY,2007,10000,,,Private,Mixed
The Overbrook Foundation,NY,Asian American Federation,New York City,NY,2004,20000,Program development;,For YouthPower program,Private,Mixed
The Peter Dartley Charitable Trust,NY,Asian American Federation,New York City,NY,2006,23250,,,Private,Mixed
The Starr Foundation,NY,Asian American Federation,New York City,NY,2006,100000,Program development;,"For Asian American Community Fund, which raises funds from various sources and runs several grant programs for Asian American community organizations in the New York area (focus with this grant is on children and youth) and Queens Elder Care Service planning and development project",Private,Mixed
The Starr Foundation,NY,Asian American Federation,New York City,NY,2003,100000,Program development;,For elder care program development and Asian American Community Fund,Private,Mixed
The Tang Fund,NY,Asian American Federation,New York City,NY,2015,2000,Program development;,Charitable,Private,Mixed
"Tiger Baron Foundation, Inc.",NY,Asian American Federation,New York City,NY,2014,10000,General support;,General support purposes,Private,Mixed
"Tiger Baron Foundation, Inc.",NY,Asian American Federation,New York City,NY,2012,22000,General support;,General support purposes,Private,Mixed
