Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,639,Online media;,For GiveBIG Campaign through TSF website/donation and match,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,2500,General support;,For general support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,4000,General support;,For general support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,250,General support;,For general support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,25000,General support;,For general support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,43575,Program development;,For Building Resilience through Infrastructure Project,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,10000,General support;,For general support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,2500,General support;,For general support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,5000,Capital campaigns;,For Capital Campaign--Kresge challenge,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,5000,General support;,For general support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,25000,General support;,For general operating support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2009,1000,Capital campaigns;,For capital campaign,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2008,10000,Continuing support;Capital campaigns;,For capital campaign,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2008,10000,Capital campaigns;,For capital campaign,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2008,50000,Building and renovations;,To aid CASA Latina in building and operation of new facility in Seattle,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2007,5000,General support; Continuing support;,For general operating support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2007,50000,Capital campaigns;,For capital campaign,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2004,30000,General support;Continuing support;,For general operating support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2004,5000,Continuing support;General support;,For general operating support,Community,Service
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2003,5000,General support;Continuing support;,For general operating support,Community,Service
The UPS Foundation,GA,Casa Latina,Seattle,WA,2009,11520,,,Private,Service
Tides Foundation,CA,Casa Latina,Seattle,WA,2011,5000,General support;,For general support,Private,Service
Tides Foundation,CA,Casa Latina,Seattle,WA,2006,20000,,,Private,Service
Tides Foundation,CA,Casa Latina,Seattle,WA,2006,1000,,,Private,Service
Treeline Foundation,WA,Casa Latina,Seattle,WA,2015,5000,General support;,To provide general support.,Private,Service
United States Occupational Safety and Health Administration,DC,Casa Latina,Seattle,WA,2016,126000,,Susan Harwood Grants,Gov,Service
United States Occupational Safety and Health Administration,DC,Casa Latina,Seattle,WA,2015,140000,,Susan Harwood Grants,Gov,Service
United Way of King County,WA,Casa Latina,Seattle,WA,2014,49000,,Economic Stability - Employment services targeted towards immigrants and refugees,Private,Service
United Way of King County,WA,Casa Latina,Seattle,WA,2014,2138,Fundraising; Regranting;,Designation,Private,Service
United Way of King County,WA,Casa Latina,Seattle,WA,2010,19678,,,Private,Service
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2016,10000,Capital campaigns;,Capital campaign,Private,Service
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2015,7000,General support;,For General operating expenses,Private,Service
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2014,15000,General support;,For General operating expenses,Private,Service
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2013,13500,,For Other,Private,Service
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2012,30000,Capital and infrastructure;,For capital expenditure,Private,Service
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2011,17500,Program development;,For specific project,Private,Service
Citizens Charitable Foundation,,Center for Hispanic Policy and Advocacy,Providence,RI,2008,5000,General support;,For general operating support,Private,Service
Citizens Charitable Foundation,,Center for Hispanic Policy and Advocacy,Providence,RI,2007,10000,General support;,For general operating support,Private,Service
"The Wal-Mart Foundation, Inc.",AR,Center for Hispanic Policy and Advocacy,Providence,RI,2007,5000,,For grant made through Grand Opening program,Private,Service
"Aetna Foundation, Inc.",CT,Center for Latino Progress,Hartford,CT,2007,2500,,For Starlight Gala,Private,Service
AT&T Foundation,TX,Center for Latino Progress,Hartford,CT,2006,20000,Information technology; Online media;,"To provide computer equipment and technology skills training in low-income, Hispanic communities as part of AT&amp;T AccessAll initiative, competitive grant program portion of national Empower Hispanic America with Technology",Private,Service
AT&T Foundation,TX,Center for Latino Progress,Hartford,CT,2003,6300,,,Private,Service
Ensworth Charitable Foundation,CT,Center for Latino Progress,Hartford,CT,2012,5000,Program development;,For 'E-Workplace Basics' - Contextualized ESL/Vocational Classes for Adults,Private,Service
Ensworth Charitable Foundation,CT,Center for Latino Progress,Hartford,CT,2008,10000,Program development;,For adults' training and job placement,Private,Service
"Fairfield County's Community Foundation, Inc.",CT,Center for Latino Progress,Hartford,CT,2008,25000,Capacity-building and technical assistance;Program development;,For Latino Civic Engagement Academy in Bridgeport that provides training to Latinos seeking to become members of local boards of education,Community,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2013,85000,Continuing support;,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2013,5000,,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2012,13000,Continuing support;,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2011,115000,Continuing support;,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2010,25000,Continuing support;,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2009,40000,,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2008,7000,,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2007,380000,Research;Pilot programs;,For collaboration with Vernon Adult Education for two ESL pilot programs,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2007,25000,System and operational improvements;Financial sustainability;,"To implement consultant recommendations on financial operations, through the Nonprofit Support Program",Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2004,281561,Program development;,For program support,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2004,25000,,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2015,250000,,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2015,102449,,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2015,25000,,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2015,50000,,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2014,50000,,,Private,Service
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2011,2500,,,Private,Service
Hispanic Federation,NY,Center for Latino Progress,Hartford,CT,2015,17500,,Core grant,Private,Service
Piros Family Foundation,PA,Center for Latino Progress,Hartford,CT,2015,2500,,Charity,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Center for Latino Progress,Hartford,CT,2015,2500,General support;Program development;,Program/operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Center for Latino Progress,Hartford,CT,2014,5000,General support;Program development;,Program/operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Center for Latino Progress,Hartford,CT,2008,10000,,,Private,Service
"The Betty Knox Foundation, Inc.",CT,Center for Latino Progress,Hartford,CT,2015,2317,,Santa,Private,Service
"The Betty Knox Foundation, Inc.",CT,Center for Latino Progress,Hartford,CT,2014,453,,Santa,Private,Service
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2015,10000,Program development;,LOGROS Civics Career and College Readness Programs for Youth,Private,Service
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2013,10000,Program development;,For E Workplace Basics Skills,Private,Service
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2010,16000,Program development;,For Gearing Youth to Learning and Teaching Technology Digital Connectors Program,Private,Service
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2008,1770,,For Comcast Cares Day Participation Grant,Private,Service
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2008,10000,Program development;,"For English as a Second Language program, which focuses on improving language skills related to job training and employment",Private,Service
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2007,11000,Program development;,"For E-Workforce Basic Skills program serving Hispanic community, building language skills, focused on reading, writing, arithmetic, and basic computer skills",Private,Service
The Fund for Greater Hartford,CT,Center for Latino Progress,Hartford,CT,2014,7500,Program development;,For LOGROS (Achievement) program for high school juniors,Private,Service
The Prudential Foundation,NJ,Center for Latino Progress,Hartford,CT,2015,5000,,Grants approved and paid in current year -employment readiness activities for youth and adults,Private,Service
The Prudential Foundation,NJ,Center for Latino Progress,Hartford,CT,2015,125000,Capacity-building and technical assistance;,Grants approved and paid in current year -management capacity-building to achieve the center's strategic plan,Private,Service
The Prudential Foundation,NJ,Center for Latino Progress,Hartford,CT,2015,5000,,Grants approved and paid in current year -strengthening transformational services for hartford's most under-served residents,Private,Service
"The Wal-Mart Foundation, Inc.",AR,Center for Latino Progress,Hartford,CT,2014,25000,,,Private,Service
Travelers Foundation,MN,Center for Latino Progress,Hartford,CT,2015,25000,Program development;,Program support for The Center for Latino Progress' LOGROS Program a Career Development and College Readness Program for at-risk Hartford Youth,Private,Service
Travelers Foundation,MN,Center for Latino Progress,Hartford,CT,2014,25000,Program development;,Program support for LOGROS A Career Development and Cohege Readmess Program for At-risk Hartford Youth,Private,Service
Travelers Foundation,MN,Center for Latino Progress,Hartford,CT,2008,10000,Program development;General support;,For operating funds for training and employment services for the Latino population in Hartford,Private,Service
